C_Random,Season,Tournament,Round order,Rd,N/JV,Resolution,C_Tag_Check,Randomize,End Date,Gov ballots,Gov wins,Note,Opp ballots,Opp wins,Start Date,Topic Committee,Region,Unnamed: 18,Analy HS,Ashland HS,Bakersfield State College,Bellarmine CP,Benicia HS,Berkeley HS,Berkeley HS (online),BHSEC Queens,Bishop O'Dowd HS,Bloomsburg U,Brooklyn Tech HS,Cajon HS,California Lutheran U,Campolindo HS,Campolindo HS (online),Canyon Crest Academy,Carlsbad HS,CFL (online),CHSSA (online),City College of SF,CK McClatchy HS,Clackamas HS,Claremont HS,Claremont HS (online),Claremont McKenna College,Clovis North HS,Columbia U,Columbia U (online),CSU Fullerton,CSU Long Beach,CSU Long Beach (online),Culver City,Culver City HS,Cupertino HS,Cypress College,Dalton School,De Anza College,De Toledo HS (online),Diablo Valley College,Dougherty Valley HS,El Cerrito HS,Enochs HS,Evergreen Valley HS,Evergreen Valley HS (online),Friends Seminary,GGSA (online),Gunn HS,Harker School,Harvard U (online),Head Royce School,Head-Royce School,Horace Mann School,Hunter College HS,Irvington HS,Irvington HS (online),Irvington HS / Bentley School,James Logan HS,La Costa Canyon HS,La Reina HS,La Reina HS (online),Leland HS,Leland HS / Bret Harte MS,Lewis & Clark College,Linfield U,Los Altos HS,Los Gatos HS,Los Osos HS,Lowell HS,Loyola HS,Lynbrook HS,Marshfield HS,McMinnville HS,Menlo-Atherton HS,Milpitas HS,Milpitas HS (online),Mira Loma HS,Miramonte HS,Monta Vista HS,Monte Vista HS,Mountain House HS,Mountain View HS,MVLA (online),N/A,NCPDL (online),New Roads School,Northgate HS,Notre Dame HS,Notre Dame HS (online),NPDL (online),Nueva School,Nueva School (online),NYPDL (online),Oak Ridge HS,online,Oregon City HS,Pacific U,Palo Alto HS,Peninsula HS,Peninsula HS (online),Pepperdine U,PHSSL (online),Ponderosa HS,Presentation HS,Prospect HS,Prospect HS (online),Reynolds HS,Ridge HS,Ridge HS (online),Rye County Day School,San Ramon HS,San Ramon Valley HS,Sandy HS,Santa Clara U,Santa Rosa HS,Santa Rosa JC,Schurr HS,SDSU,Silverton HS,Sonoma Academy,Sprague HS,St Pius X HS (MO),St. Francis HS,St. Mary's School,Stanford U,Stuyvesant HS,Summit HS,SVUDL (online),Taft HS,Tillamook HS,Trinity School,U of Oregon,U of Oregon (online),U of the Pacific,UC Berkeley,UC Berkeley (online),UC Los Angeles (online),UPenn,Valencia HS,Vassar College,Vassar College (online),Vista Murrieta HS,Washington HS,Washington HS (online),Westmont HS,Westview HS,Whitman College (WA),Wilcox HS,Willamette U,Wilson HS,Wilson HS (online),Windsor HS,Yale U,Yale U (online),Yuba City HS,classification,classification_confidence
1,2020-21,Sprague 2020-21,1.0,1.a,.,The United States should reduce its commitment to provide military forces to NATO.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,2.0,1.c,.,NATO has outlived its usefulness.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,low
1,2020-21,Sprague 2020-21,3.0,1.b,.,NATO should renegotiate member nations financial responsibilities.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,4.0,2.a,.,The United States should encourage the UN Human Rights Council to examine US treatment of its minority citizens.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,5.0,2.b,.,The United States should decrease its monetary commitments to the UN.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,6.0,2.c,.,The United States should repay its outstanding debt to the United Nations.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,7.0,3.a,.,The United States should renegotiate the TPP trade agreement.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,8.0,3.b,.,The United States-Mexico-Canada Agreement has been beneficial to the US.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2020-21,Sprague 2020-21,9.0,3.c,.,The United States should end the trade war with China.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,10.0,4.c,.,The United States should sign the Ottawa Treaty banning landmines.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,11.0,4.a,.,The United States should renegotiate the Treaty on Open Skies with Russia.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Sprague 2020-21,12.0,4.b,.,The United States should restrict the sale of US conventional weapons abroad.,True,No,11/7/2020,,,,,,11/7/2020,,Oregon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stanford 2020-21,1.0,1,.,The Federal Communications Commission should restore net neutrality.,True,No,2/8/2021,,,,,,2/6/2021,,NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,1.0,1,.,The United States should pass a constitutional amendment guaranteeing the right to vote to anyone with a felony conviction regardless of time served.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,2.0,2,.,California should impose a cap on annual fire insurance rate increases.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,3.0,3,1,The United States should pass a constitutional amendment to abolish the electoral college and elect the president by national popular vote.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,4.0,4,.,"California citizens should pass Proposition 15, “Tax on Commercial and Industrial Properties for Education and Local Government Funding Initiative (2020).”",True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,5.0,5,.,South Africa should substantially increase investment in the Expanded Public Works Programme.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,6.0,O,.,"The United States federal government should pass H.R. 6800, “The HEROES Act.”",True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,7.0,Q,.,The University of California system should stop granting academic credit based on Advanced Placement exam scores.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,8.0,S,.,The United States Federal Government should pass legislation outlining a legally binding right to explanation for all algorithm-led decisions.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,9.0,F,.,China should abolish the hukou system.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,10.0,.,2,"California citizens should pass Proposition 18, “Primary Voting for 17-Year-Olds Amendment (2020).”",True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,11.0,.,3,The European Union should adopt the “New Pact on Migration and Asylum.”,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,12.0,.,4,California should ban the use of facial recognition technology by all state and local government agencies.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Stephen Stewart 2020-21,13.0,.,5,The United States Federal Government should provide universal basic income payments to all adult citizens until a vaccine for Coronavirus is widely available.,True,No,9/27/2020,,,,,,9/25/2020,"Julie Herman, Steven Herman (reviewer)",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,1.0,1,.,The US should substantially increase its polio vaccination efforts in Afghanistan.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,2.0,2,.,"Sierra Leone should significantly increase its investment in mobile, peer-to-peer financial technology.",True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,3.0,3,.,"The SEC should ban Robinhood, Ltd. and all its executives from trading on the US stock exchange.",True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,4.0,4,.,The USfg should substantially increase funding for dredging projects in the US.,True,No,4/11/2021,,,topic area: Global Shipping,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,5.0,5,.,The USfg should enact H.R.842 - Protecting the Right to Organize Act of 2021.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,6.0,O,.,The People’s Republic of China should significantly increase restrictions on cryptocurrency mining in the People’s Republic of China.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,7.0,Q,.,The US federal government should enact the U.S. Citizenship Act of 2021.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,8.0,S,.,The USfg should significantly increase its investment in transportation infrastructure development in foreign countries,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,9.0,F,.,The USfg should immediately impose sanctions on Chinese Electric Car Developers.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,10.0,.,1,The US federal government should end Operation Freedom's Sentinel.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,11.0,.,2,The Republic of India should significantly increase its regulation of Non-Banking Financial Companies.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,12.0,.,3,Retail stock trading has done more harm than good.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2020-21,SVUDL Spring 2020-21,13.0,.,4,The USfg should substantially increase its anti-piracy efforts in the Gulf of Guinea.,True,No,4/11/2021,,,topic area: Global Shipping,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,14.0,.,5,The US federal government should require all gig economy employers to classify all irregular and part-time workers as employees.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,15.0,.,O,The proliferation of blockchain technology has done more harm than good.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fact,high
1,2020-21,SVUDL Spring 2020-21,16.0,.,Q,The US Customs and Border Patrol should significantly decrease drone monitoring of the US-Mexico border.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,SVUDL Spring 2020-21,17.0,.,S,The USfg should significantly increase its investment in transportation infrastructure development in the United States.,True,No,4/11/2021,,,,,,4/10/2021,"Sam Timinsky (chair), Julie Herman",NorCal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
1,2020-21,Vassar 2020-21,1.0,1.a,.,THBT costs of space exploration outweigh the benefits.,True,No,11/8/2020,,,,,,11/7/2020,"Vassar college debaters, Everett Rutan (reviewer)",East Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2020-21,Vassar 2020-21,2.0,1.b,.,THBT the costs of autonomous technologies outweigh the benefits.,True,No,11/8/2020,,,,,,11/7/2020,"Vassar college debaters, Everett Rutan (reviewer)",East Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2020-21,Vassar 2020-21,3.0,1.c,.,"THR the rise of social media (e.g. Facebook, Twitter, Instagram).",True,No,11/8/2020,,,,,,11/7/2020,"Vassar college debaters, Everett Rutan (reviewer)",East Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,value,high
1,2020-21,Vassar 2020-21,4.0,2.a,.,"An out-of-court settlement is a formal arrangement to resolve a lawsuit made between the parties involved without a court's involvement.
THW ban out-of-court settlements for workplace discrimination and harassment.",True,No,11/8/2020,,,,,,11/7/2020,"Vassar college debaters, Everett Rutan (reviewer)",East Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,medium
1,2020-21,Vassar 2020-21,5.0,2.b,.,"THBT in countries where National Service is mandatory for men, feminists should push for the inclusion of women to be conscripted as well.",True,No,11/8/2020,,,,,,11/7/2020,"Vassar college debaters, Everett Rutan (reviewer)",East Coast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,policy,high
